Scheme Name,DBT,Economic Distress,Description,Apply Link,min_age,max_age,caste_sc,caste_st,caste_obc,caste_ews,caste_general,caste_bc,caste_sebc,caste_vjnt,caste_sbc,caste_minority,caste_parsi,caste_all,is_farmer,is_student,is_disabled,is_widow,is_pregnant,is_unorganized_worker,is_entrepreneur,is_woman,is_artist,is_exservicemen,is_government,is_orphan,is_elderly,is_journalist,is_ews,is_low_income,income_upper_limit,income_category,sub_categories,primary_category,Residence_Cleaned,Minority_Type,Minority_Cleaned,Disability_Type,Disability_Cleaned,Benefit_Category,Marital_Status_Clean,BPL_Clean,Employment_Status_Clean,Application_Mode_Clean,Scheme_Type_Clean,Location_Clean
Mukhyamantri Kalyakani Pension Yojana,Yes,Yes,Monthly pension for widows in Madhya Pradesh for social security.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Madhya Pradesh,No,No,None,No,Composite / Multi,Widowed,No,Other,Both,State,Madhya Pradesh
Prasuti Sahayata Yojana,Yes,Yes,Financial assistance for pregnant women from construction worker families in Rajasthan.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Rajasthan,No,No,None,No,Composite / Multi,Married,No,Other,Both,State,Rajasthan
Maternity Benefit (ANBOCWWB),Yes,Yes,Maternity benefits for registered female construction workers and eligible male construction workers’ spouses.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Other,No,No,None,No,Composite / Multi,Married,No,Other,Both,UT,Andaman & Nicobar Islands
Destitute Widow Pension Scheme,Yes,Yes,"Pension of ₹1,000 per month + free sarees and rice to destitute widows in Tamil Nadu.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Tamil Nadu,No,No,None,No,Composite / Multi,Widowed,No,Other,Both,State,Tamil Nadu
Laxman Award / Rani Laxmi Bai Award Scheme,No,No,State-level award for differently-abled and posthumously honored sportspersons.,N/A,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Uttar Pradesh,No,No,Unspecified,Yes,Award,All,No,Other,Both,State,Uttar Pradesh
Family Pension (MBOCWWB),Yes,Yes,Family pension to the surviving spouse of deceased pensioners of the Meghalaya Building Workers’ Welfare Board.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Meghalaya,No,No,None,No,Composite / Multi,Widowed,No,Other,Both,State,Meghalaya
Maternity Assistance Scheme (GBOCWWB),Yes,Yes,Financial assistance during pregnancy for women construction workers registered in Gujarat.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Gujarat,No,No,None,No,Composite / Multi,Married,No,Other,Both,State,Gujarat
Maternity Assistance Scheme (PBAOCWWB),Yes,Yes,"₹5,000 maternity benefit for women construction workers in Puducherry.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Puducherry,No,No,None,No,Composite / Multi,Married,No,Other,Both,UT,Puducherry
E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme-I,Yes,Yes,Financial assistance for the marriage of daughters of poor widows.,https://www.sarkariheadlines.com/scheme/e-v-r-maniammaiyar-ninaivu-marriage-assistance-scheme-for-daughter-s-of-poor-widows-scheme-i?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Tamil Nadu,No,No,None,No,Financial,Single,Yes,Other,Both,State,Tamil Nadu
Chief Minister’s Girl Child Protection Scheme-II,Yes,Yes,Financial assistance to promote girl child education and prevent female infanticide.,https://www.egovtschemes.com/chief-ministers-girl-child-protection-scheme-ii/?utm_source=chatgpt.com,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Tamil Nadu,No,No,None,No,Financial,All,Yes,Other,Both,State,Tamil Nadu
Kalai Ilamani Award,No,No,"₹4,000 award and certificate for promoting Tamil Nadu’s culture.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,[],Other,Tamil Nadu,No,No,None,No,Composite / Multi,All,No,Other,Both,State,Tamil Nadu
Kalai Sudarmani Award,No,No,"₹10,000 award and certificate for promoting Tamil Nadu’s culture.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,[],Other,Tamil Nadu,No,No,None,No,Composite / Multi,All,No,Other,Both,State,Tamil Nadu
Mukhyamantri Konya Atmonirbhor Yojana,Yes,Yes,Free scooty to meritorious girl students for travel to college.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Tripura,No,No,None,No,In Kind,Single,No,Other,Both,State,Tripura
Indira Mahila Shakti Udyam Protsahan Yojana,Yes,Yes,Financial support and loans for women to start or expand businesses.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Business']",Women Welfare,Rajasthan,No,No,None,No,Composite / Multi,All,No,Other,Both,State,Rajasthan
Chhatraon Ke Liye Protsahan Rashi,Yes,Yes,Financial assistance for girls studying agriculture who face financial constraints.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,EWS,['Education'],Education,Rajasthan,No,No,None,No,Composite / Multi,All,Yes,Other,Both,State,Rajasthan
Indira Mahila Shakti Prashikshan Evam Kaushal Sanvardhan Yojna - RS-CIT,Yes,Yes,Free RS-CIT computer courses for skill development of women.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Skill Development']",Women Welfare,Rajasthan,No,No,None,No,Composite / Multi,All,No,Other,Both,State,Rajasthan
Maternity Assistance for the Construction Workers,Yes,Yes,"₹30,000 maternity assistance to registered construction workers and their wives (up to 2 children).",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Delhi,No,No,None,No,Composite / Multi,Married,No,Other,Both,UT,Delhi
Sanitary Napkin Scheme (UKBOCWWB),Yes,Yes,Free sanitary napkins to women construction workers and their daughters registered with the Board.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Uttarakhand,No,No,None,No,Medical,All,No,Other,Both,State,Uttarakhand
Family Pension (HBOCWWB),Yes,Yes,Half pension to the spouse of a deceased registered construction worker.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Haryana,No,No,None,No,Pension,Widowed,No,Other,Both,State,Haryana
Financial Assistance in Marriage of Women Workers or Daughters of Workers- Haryana Labour Welfare Board,Yes,Yes,"₹51,000 financial aid for marriage of daughters of workers and self-marriage of women workers.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Haryana,No,No,None,No,Financial,Single,No,Other,Both,State,Haryana
Financial Assistance for Encouraging Worker's Children's Participation in Sports Activities,Yes,Yes,Financial aid to children of workers for participating in sports competitions.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Youth & Sports'],Youth & Sports,Haryana,No,No,None,No,Financial,All,No,Other,Both,State,Haryana
Mukhyamantri Pragatishil Pashupalak Protsahan Yojana,Yes,Yes,Encouragement and financial aid for rearing indigenous high-quality cows.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Uttar Pradesh,No,No,None,No,Financial,All,No,Other,Both,State,Uttar Pradesh
Sathya Ammaiyar Ninaivu Government Children Homes,Yes,Yes,"Free education, shelter, food, clothing and medical care for destitute children.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Tamil Nadu,No,No,None,No,Composite / Multi,All,No,Other,Both,State,Tamil Nadu
Widow Pension (HBOCWWB),Yes,Yes,"₹3,000 monthly pension to widows of registered construction workers.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Haryana,No,No,None,No,Pension,Widowed,No,Other,Both,State,Haryana
Pragati Scholarship Scheme For Girl Students (Technical Degree),Yes,Yes,Scholarship for girls pursuing AICTE approved technical degrees (1st or 2nd year).,https://www.egovtschemes.com/pragati-scholarship-scheme-for-girl-students-technical-degree/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,None,No,Scholarship,Single,No,Other,Online,Central,India
Chief Minister Nari Shakti Yojana,Yes,Yes,Financial assistance to disabled women to improve their livelihoods.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Bihar,No,No,Unspecified,Yes,Financial,All,No,Other,Both,State,Bihar
Mahila Samiriddhi Yojana for Backward Classes - Haryana,Yes,Yes,"Loan scheme (up to ₹1,25,000) for women entrepreneurs from backward classes.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Business']",Women Welfare,Haryana,No,No,None,No,Loan,All,No,Other,Both,State,Haryana
Lakshmi Bai Samajik Suraksha Pension Yojana,Yes,Yes,Social security pension scheme for widows in Bihar.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Bihar,No,No,None,No,Pension,Widowed,No,Other,Both,State,Bihar
Financial Assistance to Disabled Ex-Servicemen,Yes,Yes,"₹3,000/month for disabled ex-servicemen not receiving other financial support.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Haryana,No,No,Unspecified,Yes,Financial,All,No,Retired,Both,State,Haryana
Maternity Assistance for the Construction Worker,Yes,Yes,Financial assistance for registered women construction workers during maternity.,https://www.egovtschemes.com/maternity-support-scheme-mpbocwwb/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Sikkim,No,No,None,No,Medical,Married,No,Other,Both,State,Sikkim
Financial Assistance to Ex-Servicemen of and above the Age of 60 Years,Yes,Yes,"₹3,000/month for ex-servicemen and their widows aged 60+ with no other pension.",N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Haryana,No,No,None,No,Financial,Widowed,No,Retired,Both,State,Haryana
Indira Gandhi Pyari Behna Sukh-Samman Nidhi Yojana,Yes,Yes,Monthly financial assistance recognizing unpaid contributions of women in households.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Himachal Pradesh,No,No,None,No,Financial,All,No,Unemployed,Both,State,Himachal Pradesh
Scholarship for Children of Deceased/Disabled/Retired Government Employees,Yes,Yes,"Scholarship (₹50-₹250/month) for children of deceased, disabled, or retired govt. employees.",N/A,6,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,Unspecified,Yes,Scholarship,All,No,Student,Both,State,Madhya Pradesh
Mukhya Mantri Mahila Sashaktikaran Yojana,Yes,Yes,Employment-oriented training for women in distress for economic empowerment.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Women Welfare'],Women Welfare,Madhya Pradesh,No,No,None,No,Composite / Multi,Widowed,No,Unemployed,Both,State,Madhya Pradesh
IMA Nongthangleima Yaipha Tengbang Scheme,Yes,Yes,Financial assistance for livelihood support for women above 40 in Manipur.,N/A,40,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Manipur,No,No,None,No,Financial,Widowed,No,Unemployed,Both,State,Manipur
Poshan Aahaar- Madhya Pradesh,Yes,Yes,Free nutritious food provided through Anganwadis for children and pregnant women.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Madhya Pradesh,No,No,None,No,Medical,Pregnant/Lactating,No,Other,Both,State,Madhya Pradesh
State Government ST Scholarship (Class 1 to 8),Yes,Yes,Scholarship for Scheduled Tribe students studying from Class 1 to 8.,N/A,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Scholarship,All,No,Student,Both,State,Madhya Pradesh
Kanya Saksharta Protsahan Yojana,Yes,Yes,"₹3,000 per year scholarship to Scheduled Tribe girls who passed Class 10 and are studying in Class 11.",N/A,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Scholarship,Single,No,Student,Both,State,Madhya Pradesh
Sukhad Sahara Yojana,Yes,Yes,₹500/month financial aid to widows and deserted women living BPL.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,BPL,['Financial Support'],Financial Support,Chhattisgarh,No,No,None,No,Financial,Widowed,Yes,Unemployed,Both,State,Chhattisgarh
90 Days Skill Development Training Programme in Curtain & Garment Stitching,Yes,Yes,Free 90-day skill training in stitching for unemployed girls/women dependent on construction workers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Skill Development'],Skill Development,Telangana,No,No,None,No,Training,Single,No,Unemployed,Both,State,Telangana
Women Self Employment Scheme,Yes,Yes,Financial assistance for women to start small businesses or trades for self-employment.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Unspecified,['Women Welfare'],Women Welfare,Himachal Pradesh,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Himachal Pradesh
Marriage Gift Scheme (APBOCWWB),Yes,Yes,Financial assistance for marriage of registered unmarried women workers or daughters of registered workers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Andhra Pradesh,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Andhra Pradesh
Maternity Loan via Self Help Groups,Yes,Yes,"Maternity loan of ₹2,000 at 11% interest via SHGs and District Cooperative Banks.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Tamil Nadu,No,No,None,No,Composite / Multi,Married,No,Unemployed,Both,State,Tamil Nadu
Loan Assistance to Working Women via DCC Banks,Yes,Yes,"Loans up to ₹20,000 for working women via District Central Cooperative Banks at 12% interest.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Tamil Nadu,No,No,None,No,Loan,Single,No,Employed,Both,State,Tamil Nadu
Mahila Samridhi Yojana (Maharashtra),Yes,Yes,"Loans of ₹25,000 - ₹50,000 at 4% interest for economically weaker Charmakar community women.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Maharashtra,No,No,None,No,Loan,Widowed,No,Self-Employed,Both,State,Maharashtra
Swarnima Scheme,Yes,Yes,Loan scheme for OBC women to support self-employment activities.,N/A,18,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Maharashtra,No,No,None,No,Loan,Single,No,Self-Employed,Both,State,Maharashtra
Lalima Abhiyaan,Yes,Yes,"Anemia prevention campaign for children, adolescents, and women.",N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Madhya Pradesh,No,No,None,No,Other,All,No,Other,Both,State,Madhya Pradesh
Incentive for Intra Caste Marriage within ST Community,Yes,Yes,"₹2,00,000 incentive for ST couples marrying within the ST community but across sub-castes.",N/A,18,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Karnataka,No,No,None,No,Other,Married,No,Other,Both,State,Karnataka
State Scholarship (Class 6 to 10) (SC),Yes,Yes,"₹200 per year (boys), ₹600 per year (girls) SC students from class 6 to 10.",N/A,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Financial,All,No,Student,Both,State,Madhya Pradesh
Integrated Hostel Scheme,Yes,Yes,"Free hostels, meals, and basic amenities for SC/ST/OBC students from class 1 to college.",N/A,0,100,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Other,All,No,Student,Both,State,Madhya Pradesh
Mukhyamantri Matrushakti Yojana,Yes,Yes,Nutrition kits to pregnant women and young mothers during the first 1000 days.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Gujarat,No,No,None,No,Medical,Married,No,Unemployed,Both,State,Gujarat
Operation of SC Senior Hostel,Yes,Yes,"Free hostel accommodation and facilities for SC students (junior, senior, college).",N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Other,All,No,Student,Both,State,Madhya Pradesh
Ganga Swarupa Pension Scheme,Yes,Yes,Financial assistance to widowed women to promote self-reliance.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Gujarat,No,No,None,No,Pension,Widowed,No,Unemployed,Both,State,Gujarat
Girls Literacy Promotion Scheme (Class 11th),Yes,Yes,"₹3,000 to girls from de-notified/nomadic/semi-nomadic communities enrolling in class 11.",N/A,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Financial,All,No,Student,Both,State,Madhya Pradesh
Nursing Kaushal College,Yes,Yes,"Free nursing training, residential facility, and placement support for young women.",N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Skill Development', 'Employment']",Skill Development,Jharkhand,No,No,None,No,Training,All,No,Unemployed,Both,State,Jharkhand
Maternity Benefits Scheme (BBOCWWB),Yes,Yes,Maternity benefit equivalent to 90 days of minimum wages for registered construction workers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Bihar,No,No,None,No,Composite / Multi,Married,No,Other,Both,State,Bihar
Griha Lakshmi Scheme,Yes,Yes,"₹2,000/month to women heads of households to support household expenses.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Karnataka,No,No,None,No,Financial,Married,Yes,Unemployed,Both,State,Karnataka
Women Helpline (181),No,Yes,24x7 emergency and non-emergency helpline for women (short-code 181).,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Other,No,No,None,No,Other,All,No,Other,Offline,National,India
Mahila Samridhi Yojana (NSKFDC) - Haryana,Yes,Yes,Loan for women Safai Karamcharis or dependents to start self-employment ventures.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Employment']",Financial Support,Haryana,No,No,None,No,Loan,All,No,Unemployed,Both,State,Haryana
Lakshadweep Pension Scheme for Widows,Yes,Yes,Monthly financial assistance to widows who have no income and have not remarried.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Lakshadweep,No,No,None,No,Pension,Widowed,No,Unemployed,Both,UT,Union Territory Of Lakshadweep
Nari Adalat (Mission Shakti),No,Yes,Gram Panchayat level women grievance redressal mechanism under Mission Shakti.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Other,No,No,None,No,Other,All,No,Other,Offline,National,India
Financial Assistance for Mobility Equipment (PwD Ex-Servicemen),Yes,Yes,"Financial assistance from AFFDF for scooters, wheelchairs, crutches for disabled ex-servicemen.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Disability'],Disability,Other,No,No,Unspecified,Yes,Financial,All,No,Unemployed,Both,National,India
Mentally Retarded Children Benefit Scheme (PBOCWWB),Yes,Yes,Financial aid for mentally retarded children of registered construction workers.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Punjab,No,No,Mental,Yes,Financial,All,No,Other,Both,State,Punjab
Distribution of Female Menstrual Hygiene Kit,Yes,Yes,Distribution of menstrual hygiene kits to registered female construction workers.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Dadra & Nagar Haveli and Daman & Diu,No,No,None,No,Other,All,No,Unemployed,Both,UT,Dadra & Nagar Haveli And Daman & Diu
Economic Help To Sahariya Tribal Girl Students (Class 11-12),Yes,Yes,Scholarship to Sahariya tribal girl students for Class 11 and 12.,N/A,17,118,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Rajasthan,No,No,None,No,Financial,All,No,Student,Both,State,Rajasthan
"Hamaal Hetu Joota, Huk Evan Mahila Hamaal Hetu Scheme",Yes,Yes,Financial support scheme for unorganised women workers including footwear and work-related tools.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Chhattisgarh,No,No,None,No,Financial,All,Yes,Unemployed,Both,State,Chhattisgarh
